itemID,boughtAt,convertAt,status,itemCategory,itemType,itemSubType,gender,itemCondition,itemFabrics,itemColor,size,brand,acquisitionChannel,purchasePrice,resalePrice,repairEffort
ITEM00271,2025-06-18 12:39:57,2025-09-27 15:03:37,sold,Bottomwear,Skirt,Maxi Skirt,Kids,8,"0,0,46,0,0,0,54,0",Multicolor,S,Levi's,userSellIn,12.46,41.05,none
ITEM00272,2025-06-17 07:14:21,2025-08-19 20:07:55,recycled,One-Piece,Dress,Summer Dress,Women,1,"0,0,0,0,0,100,0,0",Red,Kids,Nike,bulkWholesale,3.01,0.0,moderate
ITEM00273,2025-06-27 10:47:33,2025-09-27 03:39:56,sold,Accessories,General,Scarf,Women,4,"0,0,76,0,0,0,24,0",Green,S,Patagonia,userSellIn,20.58,62.66,moderate
ITEM00274,2025-07-01 08:16:22,2025-09-14 03:17:12,sold,Bottomwear,Skirt,Maxi Skirt,Women,10,"84,0,0,0,16,0,0,0",Green,Kids,Nike,bulkWholesale,25.81,46.09,moderate
ITEM00275,2025-06-19 06:43:41,2025-08-18 10:24:42,sold,Bottomwear,Skirt,Maxi Skirt,Kids,5,"0,21,0,79,0,0,0,0",Multicolor,S,Nike,donation,0.28,0.47,heavy
ITEM00276,2025-06-10 14:54:40,2025-09-21 16:52:54,sold,Footwear,Shoes,Boots,Men,5,"0,0,0,0,0,100,0,0",Blue,38,Nike,donation,4.34,7.89,moderate
ITEM00277,2025-06-15 07:28:18,2025-08-13 01:37:29,sold,Footwear,Shoes,Sneakers,Kids,8,"0,30,70,0,0,0,0,0",Multicolor,XS,Zara,bulkWholesale,19.39,70.21,moderate
ITEM00278,2025-06-24 05:58:34,2025-08-20 19:07:22,sold,Topwear,Jacket,Hoodie,Women,5,"0,0,0,0,78,0,22,0",Red,S,Nike,userSellIn,16.21,32.3,moderate
ITEM00279,2025-07-05 10:29:08,2025-07-17 21:29:08,recycled,Accessories,General,Belt,Men,1,"0,0,10,0,0,0,0,90",White,XL,Gucci,donation,19.34,0.0,moderate
ITEM00280,2025-06-30 09:11:31,2025-08-18 23:52:22,sold,Topwear,Jacket,Hoodie,Men,9,"0,60,40,0,0,0,0,0",Black,44,Levi's,userSellIn,14.46,42.35,none
ITEM00281,2025-06-13 00:06:52,2025-09-19 04:51:37,sold,Bottomwear,Skirt,Mini Skirt,Kids,7,"0,0,100,0,0,0,0,0",Blue,XL,Adidas,bulkWholesale,23.01,69.3,heavy
ITEM00282,2025-06-23 08:08:00,2025-08-13 12:29:45,recycled,Footwear,Shoes,Sneakers,Men,0,"0,0,0,0,0,100,0,0",Blue,44,Zara,bulkWholesale,29.94,0.0,heavy
ITEM00283,2025-06-24 06:52:57,2025-08-28 22:20:51,sold,One-Piece,Dress,Casual Dress,Unisex,6,"0,0,29,0,0,0,0,71",Blue,38,Patagonia,donation,24.32,54.5,minor
ITEM00284,2025-06-15 13:47:08,2025-07-22 22:32:33,sold,Topwear,Jacket,Winter Coat,Unisex,6,"0,0,0,0,0,100,0,0",White,L,Zara,bulkWholesale,16.94,30.82,heavy
ITEM00285,2025-06-19 10:31:15,2025-09-25 14:14:57,sold,Footwear,Shoes,Heels,Men,3,"0,45,0,0,0,55,0,0",Blue,34,Patagonia,donation,18.5,73.93,minor
ITEM00286,2025-06-20 08:34:19,2025-07-30 23:28:00,recycled,Topwear,Shirt,T-Shirt,Men,1,"100,0,0,0,0,0,0,0",Blue,L,Zara,userSellIn,6.95,0.0,none
ITEM00287,2025-07-02 04:37:00,2025-08-19 07:50:38,sold,Bottomwear,Skirt,Maxi Skirt,Women,10,"0,0,0,0,100,0,0,0",Green,Kids,Uniqlo,donation,18.28,63.65,none
ITEM00288,2025-06-07 06:03:34,2025-08-31 20:22:58,sold,Bottomwear,Skirt,Maxi Skirt,Women,5,"0,0,53,0,0,0,47,0",Beige,M,H&M,bulkWholesale,3.06,5.75,moderate
ITEM00289,2025-06-07 14:45:34,2025-07-15 20:19:58,sold,One-Piece,Dress,Evening Dress,Men,7,"0,25,0,0,0,0,75,0",White,44,Zara,userSellIn,23.84,62.06,heavy
ITEM00290,2025-06-28 14:40:47,2025-08-29 04:08:28,disposed,Topwear,Jacket,Hoodie,Kids,1,"0,0,61,39,0,0,0,0",Beige,L,Levi's,userSellIn,15.27,0.0,heavy
ITEM00291,2025-06-12 03:43:30,2025-08-21 18:08:59,disposed,One-Piece,Dress,Summer Dress,Unisex,0,"0,0,0,24,0,0,76,0",Multicolor,XS,Adidas,userSellIn,28.78,0.0,minor
ITEM00292,2025-07-01 11:01:06,2025-08-10 17:37:34,sold,Topwear,Jacket,Winter Coat,Unisex,3,"0,44,56,0,0,0,0,0",Black,40,Levi's,donation,11.3,33.96,none
ITEM00293,2025-06-14 10:16:24,2025-09-19 03:55:43,sold,Footwear,Shoes,Boots,Kids,9,"100,0,0,0,0,0,0,0",Red,44,Gucci,bulkWholesale,14.04,31.94,minor
ITEM00294,2025-06-07 14:00:14,2025-08-12 07:57:42,recycled,Topwear,Jacket,Blazer,Unisex,2,"100,0,0,0,0,0,0,0",Blue,XS,Adidas,donation,2.23,0.0,moderate
ITEM00295,2025-07-01 21:28:09,2025-10-01 03:07:36,sold,Footwear,Shoes,Boots,Unisex,3,"70,0,30,0,0,0,0,0",Red,Kids,Gucci,userSellIn,25.15,83.78,heavy
ITEM00296,2025-06-22 06:17:49,2025-09-26 07:56:44,sold,Bottomwear,Pants,Chinos,Kids,3,"0,0,0,0,0,0,100,0",Multicolor,40,Adidas,bulkWholesale,0.39,1.36,none
ITEM00297,2025-06-16 20:32:20,2025-09-13 21:56:23,recycled,Footwear,Shoes,Boots,Women,1,"0,0,0,0,0,0,0,100",Multicolor,38,Zara,userSellIn,4.77,0.0,minor
ITEM00298,2025-06-26 09:54:34,2025-08-10 11:46:32,sold,Footwear,Shoes,Heels,Men,8,"29,0,71,0,0,0,0,0",Beige,38,Zara,bulkWholesale,10.84,21.88,none
ITEM00299,2025-06-28 23:26:47,2025-07-17 07:30:36,sold,Bottomwear,Pants,Shorts,Men,8,"0,12,0,88,0,0,0,0",Beige,44,Uniqlo,donation,26.95,47.52,none
ITEM00300,2025-06-06 00:12:08,2025-08-04 06:49:41,sold,Footwear,Shoes,Boots,Men,9,"0,0,0,0,100,0,0,0",Red,38,Patagonia,bulkWholesale,1.06,1.81,moderate
ITEM00301,2025-06-26 05:57:27,2025-07-26 04:24:29,sold,Footwear,Shoes,Heels,Women,9,"0,0,0,0,100,0,0,0",Red,38,Gucci,userSellIn,2.49,8.16,heavy
ITEM00302,2025-06-27 04:16:11,2025-07-24 18:09:54,sold,Bottomwear,Skirt,Mini Skirt,Men,9,"0,100,0,0,0,0,0,0",Green,36,Levi's,donation,23.44,41.41,heavy
ITEM00303,2025-06-22 19:13:27,2025-08-25 02:21:35,recycled,Footwear,Shoes,Boots,Unisex,2,"0,0,0,100,0,0,0,0",Black,M,Gucci,donation,20.85,0.0,minor
ITEM00304,2025-06-08 09:31:22,2025-09-14 14:57:05,sold,One-Piece,Dress,Casual Dress,Women,3,"0,0,0,0,0,100,0,0",Blue,38,Zara,bulkWholesale,18.99,72.07,moderate
ITEM00305,2025-06-15 00:49:10,2025-08-24 09:08:48,sold,Accessories,General,Belt,Kids,6,"0,0,0,0,0,0,100,0",White,Kids,Nike,donation,29.63,101.08,moderate
ITEM00306,2025-06-21 06:35:41,2025-07-22 05:40:55,sold,Accessories,General,Handbag,Women,4,"76,0,0,0,0,0,24,0",Multicolor,XL,Adidas,bulkWholesale,0.86,2.26,moderate
ITEM00307,2025-06-25 04:02:16,2025-08-17 05:50:21,sold,Footwear,Shoes,Sneakers,Men,9,"0,92,0,8,0,0,0,0",Blue,Kids,Patagonia,bulkWholesale,4.14,15.67,minor
ITEM00308,2025-06-25 17:59:37,2025-09-02 10:12:44,sold,Accessories,General,Belt,Unisex,8,"0,0,40,0,0,60,0,0",White,44,Uniqlo,bulkWholesale,20.31,45.37,minor
ITEM00309,2025-06-17 12:31:33,2025-07-23 17:02:18,sold,One-Piece,Dress,Casual Dress,Women,7,"0,0,100,0,0,0,0,0",Multicolor,42,Zara,userSellIn,15.96,49.47,heavy
ITEM00310,2025-06-13 14:50:52,2025-09-10 21:17:17,sold,Topwear,Shirt,Blouse,Unisex,10,"84,0,0,0,0,0,0,16",Red,S,H&M,bulkWholesale,14.74,29.38,moderate
ITEM00311,2025-06-15 20:50:46,2025-08-28 02:19:07,recycled,Footwear,Shoes,Boots,Men,2,"0,0,0,0,0,100,0,0",Beige,XL,Patagonia,userSellIn,23.8,0.0,minor
ITEM00312,2025-06-27 12:45:19,2025-09-03 05:39:50,sold,Footwear,Shoes,Sneakers,Kids,6,"0,0,0,0,0,0,0,100",White,M,Uniqlo,bulkWholesale,23.64,90.23,moderate
ITEM00313,2025-06-15 00:00:48,2025-08-20 13:58:07,sold,Footwear,Shoes,Sneakers,Unisex,5,"0,0,0,0,0,0,0,100",Red,36,Gucci,bulkWholesale,29.34,74.0,heavy
ITEM00314,2025-06-16 09:59:38,2025-07-16 21:02:07,recycled,Accessories,General,Scarf,Women,2,"0,0,0,0,100,0,0,0",Grey,40,Nike,userSellIn,28.02,0.0,heavy
ITEM00315,2025-06-19 22:01:12,2025-09-02 03:38:20,sold,Accessories,General,Belt,Unisex,6,"0,0,100,0,0,0,0,0",Green,Kids,Uniqlo,userSellIn,23.77,73.82,minor
ITEM00316,2025-06-15 12:54:21,2025-09-29 23:34:30,sold,Footwear,Shoes,Sneakers,Men,3,"0,0,0,0,0,0,100,0",Black,38,Patagonia,donation,3.0,4.98,moderate
ITEM00317,2025-06-24 03:32:29,2025-10-02 16:46:45,sold,Footwear,Shoes,Sneakers,Men,4,"0,56,44,0,0,0,0,0",Beige,38,Levi's,bulkWholesale,23.58,46.62,heavy
ITEM00318,2025-06-14 13:32:58,2025-09-18 07:27:47,recycled,Topwear,Jacket,Winter Coat,Women,0,"0,0,0,60,0,0,0,40",Red,42,Adidas,bulkWholesale,20.53,0.0,heavy
ITEM00319,2025-06-21 21:20:54,2025-08-26 18:11:32,recycled,Bottomwear,Skirt,Maxi Skirt,Unisex,2,"0,0,0,0,0,0,0,100",Grey,S,Levi's,bulkWholesale,24.0,0.0,none
ITEM00320,2025-06-16 03:36:57,2025-09-05 23:21:39,sold,Accessories,General,Belt,Unisex,10,"0,0,0,0,0,87,13,0",Grey,40,Uniqlo,bulkWholesale,18.35,57.63,none
ITEM00321,2025-06-18 09:36:45,2025-09-10 01:12:15,disposed,Accessories,General,Belt,Unisex,0,"0,23,0,0,0,0,77,0",Blue,L,Uniqlo,donation,21.64,0.0,minor
ITEM00322,2025-06-24 10:50:34,2025-09-30 09:17:07,sold,Topwear,Shirt,Blouse,Women,4,"41,0,0,0,59,0,0,0",Green,S,Gucci,userSellIn,24.39,75.96,none
ITEM00323,2025-06-14 06:48:04,2025-08-16 06:51:14,recycled,One-Piece,Dress,Summer Dress,Women,0,"100,0,0,0,0,0,0,0",Green,S,Levi's,bulkWholesale,7.76,0.0,moderate
ITEM00324,2025-07-01 03:53:17,2025-09-13 13:24:42,sold,Topwear,Jacket,Winter Coat,Unisex,6,"0,0,0,0,0,0,62,38",Green,L,Adidas,donation,23.51,73.42,heavy
ITEM00325,2025-06-18 21:26:23,2025-08-16 08:50:56,sold,Accessories,General,Belt,Men,7,"0,100,0,0,0,0,0,0",Beige,42,Gucci,donation,27.8,54.57,minor
ITEM00326,2025-06-24 21:27:41,2025-09-24 21:05:28,recycled,Topwear,Jacket,Hoodie,Unisex,2,"0,11,0,0,89,0,0,0",Red,M,Uniqlo,donation,13.93,0.0,minor
ITEM00327,2025-06-28 17:42:31,2025-08-29 13:06:27,sold,Footwear,Shoes,Boots,Kids,7,"0,0,0,0,0,100,0,0",Grey,36,Gucci,bulkWholesale,27.12,83.01,heavy
ITEM00328,2025-06-06 01:45:34,2025-08-02 22:54:56,recycled,One-Piece,Dress,Evening Dress,Unisex,2,"0,0,29,0,0,0,0,71",Beige,XS,H&M,donation,9.12,0.0,moderate
ITEM00329,2025-06-21 06:25:13,2025-09-19 19:30:54,disposed,Accessories,General,Scarf,Men,1,"38,0,0,0,0,0,62,0",Black,XS,Adidas,donation,18.49,0.0,moderate
ITEM00330,2025-06-15 09:24:31,2025-08-01 14:43:27,disposed,Topwear,Shirt,Blouse,Women,1,"0,100,0,0,0,0,0,0",Grey,38,Patagonia,bulkWholesale,20.65,0.0,moderate
ITEM00331,2025-06-10 18:43:24,2025-09-06 08:31:02,sold,Footwear,Shoes,Sneakers,Unisex,10,"0,0,48,0,0,52,0,0",White,L,H&M,userSellIn,17.84,48.41,moderate
ITEM00332,2025-06-12 07:57:45,2025-08-13 09:26:20,disposed,Topwear,Jacket,Winter Coat,Men,1,"0,0,0,0,0,0,0,100",Black,34,Zara,bulkWholesale,21.35,0.0,minor
ITEM00333,2025-06-14 14:07:05,2025-07-17 23:25:19,recycled,Bottomwear,Pants,Chinos,Men,0,"0,65,0,0,35,0,0,0",Black,L,H&M,donation,14.58,0.0,minor
ITEM00334,2025-06-25 19:12:31,2025-09-29 10:46:04,sold,Topwear,Shirt,Polo,Kids,7,"0,0,100,0,0,0,0,0",Grey,42,Zara,bulkWholesale,10.49,37.75,heavy
ITEM00335,2025-06-09 18:17:49,2025-08-25 00:02:50,disposed,Bottomwear,Skirt,Maxi Skirt,Men,2,"0,0,0,0,0,0,100,0",Beige,34,Patagonia,userSellIn,4.95,0.0,heavy
ITEM00336,2025-06-29 07:35:31,2025-10-03 10:06:38,sold,Footwear,Shoes,Heels,Men,7,"0,0,0,56,44,0,0,0",Black,36,Adidas,userSellIn,6.12,17.41,minor
ITEM00337,2025-06-07 10:44:01,2025-08-14 22:28:23,recycled,Footwear,Shoes,Sneakers,Kids,2,"0,0,100,0,0,0,0,0",Beige,M,Zara,donation,13.33,0.0,none
ITEM00338,2025-06-11 04:13:30,2025-09-03 07:18:10,sold,Footwear,Shoes,Boots,Unisex,3,"0,0,0,0,0,0,0,100",Grey,36,H&M,donation,15.95,44.14,none
ITEM00339,2025-06-12 23:07:50,2025-09-11 20:30:14,sold,Topwear,Jacket,Blazer,Kids,8,"0,100,0,0,0,0,0,0",White,M,H&M,donation,3.69,12.82,heavy
ITEM00340,2025-06-25 03:35:45,2025-07-28 08:39:09,recycled,Bottomwear,Skirt,Mini Skirt,Men,1,"0,100,0,0,0,0,0,0",White,XL,Uniqlo,donation,25.43,0.0,minor
ITEM00341,2025-07-03 09:11:57,2025-09-08 08:40:05,sold,Accessories,General,Scarf,Kids,3,"0,0,100,0,0,0,0,0",Green,Kids,Patagonia,donation,20.74,33.36,none
ITEM00342,2025-07-04 13:58:01,2025-08-07 07:34:17,sold,Footwear,Shoes,Sneakers,Women,10,"0,0,60,0,0,0,0,40",Blue,44,Nike,userSellIn,12.14,24.73,none
ITEM00343,2025-06-28 02:54:06,2025-08-25 23:15:23,sold,One-Piece,Dress,Summer Dress,Men,5,"64,36,0,0,0,0,0,0",Red,40,Nike,bulkWholesale,11.33,26.79,minor
ITEM00344,2025-07-05 03:09:07,2025-09-21 08:56:46,sold,Topwear,Jacket,Blazer,Women,10,"68,0,32,0,0,0,0,0",Green,XL,Nike,userSellIn,18.35,42.11,moderate
ITEM00345,2025-06-20 15:43:01,2025-07-26 03:10:59,sold,One-Piece,Dress,Summer Dress,Unisex,3,"0,76,0,0,0,0,24,0",Multicolor,L,Adidas,userSellIn,4.95,13.55,none
ITEM00346,2025-06-19 19:40:42,2025-08-15 18:04:54,sold,Footwear,Shoes,Sneakers,Unisex,8,"0,0,88,0,0,0,0,12",Beige,40,Adidas,donation,22.8,88.9,none
ITEM00347,2025-06-19 14:46:02,2025-09-06 01:39:03,sold,One-Piece,Dress,Casual Dress,Men,6,"0,0,0,73,0,0,27,0",Beige,34,Levi's,donation,28.32,63.74,none
ITEM00348,2025-06-21 06:43:10,2025-07-30 15:37:56,disposed,Bottomwear,Skirt,Maxi Skirt,Kids,1,"0,0,0,0,64,0,0,36",Green,40,Levi's,userSellIn,7.1,0.0,minor
ITEM00349,2025-07-02 22:32:13,2025-09-10 05:42:50,sold,One-Piece,Dress,Evening Dress,Kids,5,"0,0,0,100,0,0,0,0",Multicolor,S,Adidas,donation,0.25,0.65,none
ITEM00350,2025-06-09 00:41:35,2025-08-17 06:03:00,sold,Accessories,General,Handbag,Kids,10,"0,0,0,0,0,100,0,0",Beige,36,Levi's,userSellIn,20.25,31.24,none
ITEM00351,2025-06-26 07:46:53,2025-07-25 07:23:09,disposed,Footwear,Shoes,Boots,Kids,0,"0,0,0,0,0,100,0,0",Multicolor,44,Zara,bulkWholesale,26.85,0.0,moderate
ITEM00352,2025-06-29 12:50:16,2025-09-10 20:19:55,sold,Topwear,Jacket,Winter Coat,Women,5,"0,0,0,0,0,100,0,0",Blue,44,Gucci,donation,11.33,26.72,moderate
ITEM00353,2025-06-17 05:12:18,2025-09-19 20:26:53,sold,Topwear,Shirt,T-Shirt,Men,8,"0,0,0,0,0,100,0,0",Black,44,Gucci,donation,22.79,81.34,moderate
ITEM00354,2025-06-16 21:50:32,2025-07-26 12:40:26,sold,Footwear,Shoes,Heels,Men,9,"0,0,0,0,100,0,0,0",Grey,40,Uniqlo,userSellIn,21.96,58.62,moderate
ITEM00355,2025-06-08 08:23:28,2025-09-04 22:10:23,sold,Topwear,Jacket,Winter Coat,Kids,3,"0,0,76,0,0,24,0,0",Black,L,Zara,userSellIn,23.74,64.93,minor
ITEM00356,2025-06-21 04:56:58,2025-09-02 18:28:39,recycled,Accessories,General,Handbag,Men,2,"0,0,0,64,0,0,36,0",Red,L,Nike,bulkWholesale,26.45,0.0,moderate
ITEM00357,2025-06-22 19:44:38,2025-07-22 15:59:03,sold,Footwear,Shoes,Sneakers,Men,7,"0,0,0,0,0,0,0,100",Blue,34,Zara,bulkWholesale,16.9,39.47,none
ITEM00358,2025-06-16 05:23:27,2025-08-02 11:54:20,sold,Topwear,Shirt,T-Shirt,Kids,9,"100,0,0,0,0,0,0,0",Multicolor,XL,Patagonia,donation,25.56,72.93,moderate
ITEM00359,2025-07-03 15:43:28,2025-08-27 17:49:24,sold,Bottomwear,Skirt,Maxi Skirt,Women,9,"55,0,0,0,0,0,45,0",Black,36,Nike,userSellIn,28.57,100.02,moderate
ITEM00360,2025-06-24 04:46:59,2025-09-22 18:32:30,sold,Topwear,Jacket,Winter Coat,Women,3,"48,52,0,0,0,0,0,0",Black,40,H&M,donation,2.03,4.37,minor
ITEM00361,2025-06-07 09:12:54,2025-09-18 15:48:26,sold,Accessories,General,Scarf,Unisex,9,"0,0,31,0,0,69,0,0",Grey,M,Uniqlo,donation,2.84,6.89,none
ITEM00362,2025-07-01 15:58:56,2025-09-15 17:32:15,sold,One-Piece,Dress,Summer Dress,Men,9,"38,0,0,0,0,62,0,0",White,XS,Levi's,bulkWholesale,14.12,22.85,heavy
ITEM00363,2025-06-08 02:03:11,2025-09-16 05:29:03,sold,Footwear,Shoes,Boots,Unisex,3,"0,0,67,0,0,33,0,0",Blue,M,Adidas,donation,29.23,86.65,heavy
ITEM00364,2025-07-01 18:16:09,2025-08-05 19:45:50,sold,Topwear,Jacket,Blazer,Unisex,3,"0,0,100,0,0,0,0,0",Blue,Kids,Patagonia,userSellIn,10.0,27.6,none
ITEM00365,2025-06-30 00:35:43,2025-09-03 11:21:08,disposed,Accessories,General,Belt,Unisex,1,"0,0,0,0,0,0,27,73",White,XL,H&M,userSellIn,19.14,0.0,moderate
ITEM00366,2025-06-24 01:56:43,2025-08-30 23:46:34,disposed,Footwear,Shoes,Boots,Kids,2,"0,0,27,0,0,0,0,73",Green,44,Uniqlo,userSellIn,11.25,0.0,none
ITEM00367,2025-06-10 02:24:30,2025-08-30 07:30:15,recycled,Footwear,Shoes,Heels,Unisex,2,"0,0,100,0,0,0,0,0",Black,44,Patagonia,donation,25.52,0.0,moderate
ITEM00368,2025-06-30 00:21:47,2025-09-20 12:44:20,sold,Bottomwear,Skirt,Maxi Skirt,Unisex,5,"0,0,0,0,0,0,0,100",White,34,Patagonia,donation,28.58,96.75,moderate
ITEM00369,2025-06-16 03:06:01,2025-08-21 05:35:31,sold,Topwear,Shirt,Blouse,Women,9,"0,0,100,0,0,0,0,0",Grey,34,Gucci,userSellIn,12.54,23.39,moderate
ITEM00370,2025-06-07 10:36:17,2025-10-03 02:09:32,sold,Footwear,Shoes,Sneakers,Men,4,"9,0,0,0,0,0,91,0",Green,34,Gucci,userSellIn,29.58,74.16,none
ITEM00371,2025-06-06 15:15:37,2025-07-20 08:40:29,sold,Accessories,General,Belt,Unisex,3,"0,0,0,100,0,0,0,0",White,XL,H&M,donation,22.76,71.25,none
ITEM00372,2025-06-08 06:30:45,2025-09-04 20:08:56,sold,Footwear,Shoes,Heels,Men,8,"37,0,0,0,0,63,0,0",Beige,S,Adidas,userSellIn,4.32,10.1,heavy
ITEM00373,2025-06-10 09:51:09,2025-08-18 02:46:21,sold,One-Piece,Dress,Evening Dress,Unisex,10,"0,0,0,40,0,0,60,0",Grey,XS,Levi's,donation,16.63,32.11,moderate
ITEM00374,2025-06-07 04:27:51,2025-08-17 09:55:53,sold,Topwear,Jacket,Hoodie,Men,5,"0,0,30,0,0,0,0,70",Blue,XS,Nike,donation,13.27,23.49,heavy
ITEM00375,2025-06-09 22:46:36,2025-09-28 13:09:40,sold,Footwear,Shoes,Sneakers,Kids,7,"0,100,0,0,0,0,0,0",Green,36,Nike,bulkWholesale,9.39,24.12,minor
ITEM00376,2025-06-23 15:51:27,2025-09-14 00:07:43,disposed,Accessories,General,Belt,Women,0,"0,0,26,0,0,74,0,0",Multicolor,S,Gucci,bulkWholesale,21.14,0.0,moderate
ITEM00377,2025-06-20 17:43:59,2025-09-16 14:20:15,recycled,Footwear,Shoes,Boots,Kids,2,"35,0,0,0,65,0,0,0",Grey,38,Zara,userSellIn,27.87,0.0,minor
ITEM00378,2025-06-16 18:07:42,2025-09-30 20:59:33,sold,Bottomwear,Skirt,Maxi Skirt,Unisex,7,"0,0,66,0,0,0,34,0",Black,XL,Nike,bulkWholesale,3.37,11.46,moderate
ITEM00379,2025-06-23 01:30:41,2025-07-21 04:46:23,recycled,One-Piece,Dress,Casual Dress,Unisex,0,"100,0,0,0,0,0,0,0",Blue,40,Nike,donation,24.28,0.0,heavy
ITEM00380,2025-07-03 05:40:27,2025-07-30 19:45:32,recycled,Topwear,Shirt,T-Shirt,Men,2,"0,0,0,0,0,100,0,0",Grey,XS,Zara,donation,23.78,0.0,moderate
ITEM00381,2025-06-26 06:03:46,2025-08-21 20:36:08,sold,Footwear,Shoes,Sneakers,Men,6,"0,0,0,0,0,0,0,100",Grey,XS,H&M,bulkWholesale,13.23,26.79,moderate
ITEM00382,2025-06-15 10:10:12,2025-07-22 04:26:30,sold,Bottomwear,Pants,Chinos,Unisex,4,"0,0,0,22,78,0,0,0",Blue,44,H&M,userSellIn,28.33,101.25,none
ITEM00383,2025-06-16 17:38:50,2025-10-02 11:57:50,sold,Topwear,Shirt,Blouse,Unisex,5,"100,0,0,0,0,0,0,0",Green,40,Nike,userSellIn,5.65,10.65,heavy
ITEM00384,2025-06-22 00:56:18,2025-07-17 01:31:30,disposed,Accessories,General,Scarf,Kids,1,"0,0,0,0,0,0,100,0",Multicolor,42,Adidas,userSellIn,16.08,0.0,heavy
ITEM00385,2025-07-05 06:13:55,2025-08-10 00:44:48,recycled,Footwear,Shoes,Boots,Kids,1,"0,0,0,22,0,0,0,78",Beige,XS,Uniqlo,donation,9.92,0.0,moderate
ITEM00386,2025-06-06 18:41:19,2025-09-08 07:14:27,disposed,One-Piece,Dress,Evening Dress,Men,1,"0,0,0,0,0,0,0,100",Blue,M,Levi's,donation,12.45,0.0,minor
ITEM00387,2025-06-11 06:13:15,2025-07-22 13:45:30,sold,Topwear,Jacket,Hoodie,Kids,10,"0,0,0,0,100,0,0,0",Grey,36,H&M,userSellIn,10.31,38.43,none
ITEM00388,2025-06-06 22:08:08,2025-07-31 06:20:29,sold,Footwear,Shoes,Boots,Women,5,"0,0,0,0,0,0,0,100",Red,40,Nike,bulkWholesale,4.9,19.0,minor
ITEM00389,2025-06-29 22:16:10,2025-07-19 05:46:09,sold,Topwear,Shirt,Blouse,Men,7,"0,0,0,0,0,0,6,94",Grey,XS,Adidas,bulkWholesale,22.88,80.12,heavy
ITEM00390,2025-06-13 12:58:47,2025-10-01 23:41:01,disposed,Footwear,Shoes,Sneakers,Kids,2,"0,51,0,49,0,0,0,0",Multicolor,L,Uniqlo,donation,21.14,0.0,heavy
ITEM00391,2025-07-01 03:34:43,2025-07-17 13:05:18,disposed,Topwear,Jacket,Blazer,Men,2,"0,0,0,56,0,0,0,44",Multicolor,L,H&M,donation,19.86,0.0,heavy
ITEM00392,2025-06-20 01:03:26,2025-08-30 10:58:48,sold,One-Piece,Dress,Evening Dress,Kids,4,"100,0,0,0,0,0,0,0",Multicolor,36,Levi's,donation,22.41,88.74,heavy
ITEM00393,2025-06-15 12:54:41,2025-08-29 22:59:39,sold,Accessories,General,Handbag,Women,9,"0,0,7,0,93,0,0,0",Green,L,H&M,donation,29.79,68.29,moderate
ITEM00394,2025-07-01 10:22:11,2025-07-25 14:22:51,sold,Footwear,Shoes,Sneakers,Women,5,"0,0,0,0,0,100,0,0",Red,S,Patagonia,donation,21.35,69.46,moderate
ITEM00395,2025-06-12 20:33:44,2025-08-18 17:35:40,sold,Bottomwear,Pants,Chinos,Women,4,"0,0,100,0,0,0,0,0",Red,XL,Gucci,userSellIn,8.87,15.77,moderate
ITEM00396,2025-06-07 22:48:16,2025-08-23 08:17:14,sold,Bottomwear,Pants,Jeans,Women,10,"0,0,0,76,24,0,0,0",Blue,XL,Adidas,bulkWholesale,18.78,72.08,heavy
ITEM00397,2025-06-28 15:22:49,2025-07-19 19:26:23,recycled,Accessories,General,Handbag,Kids,0,"0,0,0,0,0,0,100,0",Multicolor,38,H&M,donation,29.46,0.0,heavy
ITEM00398,2025-07-03 05:06:03,2025-09-22 13:22:44,disposed,Accessories,General,Handbag,Women,2,"0,0,0,0,0,0,0,100",Black,S,H&M,bulkWholesale,28.84,0.0,heavy
ITEM00399,2025-07-02 02:32:31,2025-09-17 22:55:47,recycled,Footwear,Shoes,Heels,Women,2,"0,100,0,0,0,0,0,0",Multicolor,M,Gucci,userSellIn,11.45,0.0,heavy
ITEM00400,2025-06-28 15:00:55,2025-10-01 08:25:53,sold,Bottomwear,Pants,Shorts,Unisex,4,"0,0,0,100,0,0,0,0",Green,38,Uniqlo,userSellIn,28.39,83.7,heavy
ITEM00401,2025-06-29 21:44:13,2025-09-13 12:25:52,sold,Footwear,Shoes,Sneakers,Unisex,9,"0,0,0,0,0,57,0,43",Blue,42,Uniqlo,donation,7.57,21.74,minor
ITEM00402,2025-06-12 22:10:28,2025-09-29 11:15:32,sold,Accessories,General,Belt,Unisex,4,"0,0,0,0,0,92,8,0",Beige,L,Zara,userSellIn,18.18,28.68,heavy
ITEM00403,2025-07-05 04:54:11,2025-09-11 21:46:01,sold,Topwear,Jacket,Hoodie,Unisex,8,"0,0,0,0,0,100,0,0",Red,XL,Gucci,donation,21.1,74.06,moderate
ITEM00404,2025-06-11 22:12:48,2025-07-26 09:34:05,recycled,Footwear,Shoes,Sneakers,Kids,0,"26,0,0,74,0,0,0,0",Grey,XL,H&M,bulkWholesale,2.93,0.0,heavy
ITEM00405,2025-06-08 00:03:56,2025-09-14 07:25:35,sold,One-Piece,Dress,Summer Dress,Kids,3,"0,0,76,0,0,0,0,24",Beige,44,Levi's,donation,15.16,50.96,moderate
